user_id,rank,item_id,hit
1,1,50,0
1,2,100,0
1,3,181,0
1,4,258,0
1,5,286,0
1,6,294,0
1,7,1,0
1,8,288,0
1,9,121,0
1,10,174,0
2,1,50,1
2,2,100,0
2,3,181,0
2,4,258,0
2,5,286,0
2,6,294,0
2,7,1,0
2,8,288,0
2,9,121,0
2,10,174,0
3,1,50,0
3,2,100,0
3,3,181,0
3,4,258,0
3,5,286,0
3,6,294,0
3,7,1,0
3,8,288,0
3,9,121,0
3,10,174,0
4,1,50,1
4,2,100,0
4,3,181,0
4,4,258,0
4,5,286,0
4,6,294,1
4,7,1,0
4,8,288,1
4,9,121,0
4,10,174,0
5,1,50,0
5,2,100,0
5,3,181,0
5,4,258,0
5,5,286,0
5,6,294,0
5,7,1,1
5,8,288,0
5,9,121,0
5,10,174,0
6,1,50,0
6,2,100,0
6,3,181,0
6,4,258,0
6,5,286,0
6,6,294,0
6,7,1,0
6,8,288,0
6,9,121,0
6,10,174,0
7,1,50,0
7,2,100,0
7,3,181,0
7,4,258,0
7,5,286,0
7,6,294,0
7,7,1,0
7,8,288,0
7,9,121,0
7,10,174,0
8,1,50,1
8,2,100,0
8,3,181,0
8,4,258,0
8,5,286,0
8,6,294,0
8,7,1,0
8,8,288,0
8,9,121,0
8,10,174,0
9,1,50,0
9,2,100,0
9,3,181,0
9,4,258,0
9,5,286,1
9,6,294,0
9,7,1,0
9,8,288,0
9,9,121,0
9,10,174,0
10,1,50,0
10,2,100,1
10,3,181,0
10,4,258,0
10,5,286,0
10,6,294,0
10,7,1,0
10,8,288,0
10,9,121,0
10,10,174,0
11,1,50,0
11,2,100,0
11,3,181,0
11,4,258,0
11,5,286,0
11,6,294,0
11,7,1,0
11,8,288,0
11,9,121,0
11,10,174,0
12,1,50,0
12,2,100,0
12,3,181,0
12,4,258,0
12,5,286,0
12,6,294,0
12,7,1,0
12,8,288,0
12,9,121,0
12,10,174,0
13,1,50,0
13,2,100,0
13,3,181,0
13,4,258,0
13,5,286,0
13,6,294,0
13,7,1,0
13,8,288,0
13,9,121,0
13,10,174,0
14,1,50,0
14,2,100,0
14,3,181,0
14,4,258,0
14,5,286,0
14,6,294,0
14,7,1,0
14,8,288,0
14,9,121,0
14,10,174,1
15,1,50,0
15,2,100,0
15,3,181,0
15,4,258,0
15,5,286,0
15,6,294,0
15,7,1,0
15,8,288,0
15,9,121,0
15,10,174,0
16,1,50,0
16,2,100,0
16,3,181,0
16,4,258,0
16,5,286,0
16,6,294,0
16,7,1,0
16,8,288,0
16,9,121,0
16,10,174,0
17,1,50,0
17,2,100,0
17,3,181,0
17,4,258,0
17,5,286,0
17,6,294,0
17,7,1,1
17,8,288,0
17,9,121,0
17,10,174,0
18,1,50,0
18,2,100,0
18,3,181,0
18,4,258,0
18,5,286,0
18,6,294,0
18,7,1,0
18,8,288,0
18,9,121,0
18,10,174,0
19,1,50,0
19,2,100,0
19,3,181,0
19,4,258,1
19,5,286,0
19,6,294,0
19,7,1,0
19,8,288,0
19,9,121,0
19,10,174,0
20,1,50,0
20,2,100,0
20,3,181,0
20,4,258,0
20,5,286,0
20,6,294,0
20,7,1,0
20,8,288,0
20,9,121,0
20,10,174,0
21,1,50,0
21,2,100,0
21,3,181,0
21,4,258,0
21,5,286,0
21,6,294,0
21,7,1,0
21,8,288,0
21,9,121,0
21,10,174,0
22,1,50,0
22,2,100,0
22,3,181,0
22,4,258,1
22,5,286,0
22,6,294,0
22,7,1,0
22,8,288,0
22,9,121,0
22,10,174,0
23,1,50,0
23,2,100,0
23,3,181,0
23,4,258,1
23,5,286,0
23,6,294,0
23,7,1,0
23,8,288,0
23,9,121,0
23,10,174,0
24,1,50,0
24,2,100,0
24,3,181,0
24,4,258,0
24,5,286,0
24,6,294,0
24,7,1,0
24,8,288,0
24,9,121,0
24,10,174,0
25,1,50,0
25,2,100,0
25,3,181,1
25,4,258,1
25,5,286,0
25,6,294,0
25,7,1,0
25,8,288,0
25,9,121,0
25,10,174,0
26,1,50,0
26,2,100,0
26,3,181,0
26,4,258,0
26,5,286,0
26,6,294,0
26,7,1,0
26,8,288,0
26,9,121,0
26,10,174,0
27,1,50,0
27,2,100,0
27,3,181,0
27,4,258,0
27,5,286,0
27,6,294,0
27,7,1,0
27,8,288,0
27,9,121,1
27,10,174,0
28,1,50,0
28,2,100,0
28,3,181,0
28,4,258,0
28,5,286,0
28,6,294,0
28,7,1,0
28,8,288,0
28,9,121,0
28,10,174,0
29,1,50,0
29,2,100,0
29,3,181,0
29,4,258,0
29,5,286,0
29,6,294,0
29,7,1,0
29,8,288,0
29,9,121,0
29,10,174,0
30,1,50,0
30,2,100,0
30,3,181,1
30,4,258,0
30,5,286,1
30,6,294,0
30,7,1,0
30,8,288,0
30,9,121,0
30,10,174,0
31,1,50,0
31,2,100,0
31,3,181,0
31,4,258,0
31,5,286,0
31,6,294,0
31,7,1,0
31,8,288,0
31,9,121,0
31,10,174,0
32,1,50,0
32,2,100,0
32,3,181,0
32,4,258,0
32,5,286,0
32,6,294,0
32,7,1,0
32,8,288,0
32,9,121,0
32,10,174,0
33,1,50,0
33,2,100,0
33,3,181,0
33,4,258,1
33,5,286,0
33,6,294,0
33,7,1,0
33,8,288,0
33,9,121,0
33,10,174,0
34,1,50,0
34,2,100,0
34,3,181,0
34,4,258,0
34,5,286,1
34,6,294,0
34,7,1,0
34,8,288,0
34,9,121,0
34,10,174,0
35,1,50,0
35,2,100,0
35,3,181,0
35,4,258,0
35,5,286,0
35,6,294,0
35,7,1,0
35,8,288,0
35,9,121,0
35,10,174,0
36,1,50,0
36,2,100,0
36,3,181,0
36,4,258,0
36,5,286,0
36,6,294,0
36,7,1,0
36,8,288,0
36,9,121,0
36,10,174,0
37,1,50,0
37,2,100,0
37,3,181,0
37,4,258,0
37,5,286,0
37,6,294,0
37,7,1,0
37,8,288,1
37,9,121,0
37,10,174,0
38,1,50,0
38,2,100,0
38,3,181,0
38,4,258,0
38,5,286,0
38,6,294,0
38,7,1,0
38,8,288,0
38,9,121,0
38,10,174,0
39,1,50,0
39,2,100,0
39,3,181,0
39,4,258,1
39,5,286,0
39,6,294,0
39,7,1,0
39,8,288,0
39,9,121,0
39,10,174,0
40,1,50,0
40,2,100,0
40,3,181,0
40,4,258,0
40,5,286,0
40,6,294,0
40,7,1,0
40,8,288,0
40,9,121,0
40,10,174,0
41,1,50,0
41,2,100,0
41,3,181,0
41,4,258,0
41,5,286,0
41,6,294,0
41,7,1,0
41,8,288,0
41,9,121,0
41,10,174,0
42,1,50,0
42,2,100,0
42,3,181,0
42,4,258,0
42,5,286,0
42,6,294,0
42,7,1,0
42,8,288,0
42,9,121,0
42,10,174,0
43,1,50,0
43,2,100,0
43,3,181,0
43,4,258,0
43,5,286,0
43,6,294,0
43,7,1,0
43,8,288,0
43,9,121,0
43,10,174,0
44,1,50,0
44,2,100,0
44,3,181,0
44,4,258,1
44,5,286,0
44,6,294,1
44,7,1,0
44,8,288,0
44,9,121,0
44,10,174,0
45,1,50,0
45,2,100,0
45,3,181,0
45,4,258,0
45,5,286,0
45,6,294,0
45,7,1,0
45,8,288,0
45,9,121,1
45,10,174,0
46,1,50,0
46,2,100,0
46,3,181,1
46,4,258,0
46,5,286,0
46,6,294,0
46,7,1,0
46,8,288,0
46,9,121,0
46,10,174,0
47,1,50,0
47,2,100,0
47,3,181,0
47,4,258,0
47,5,286,0
47,6,294,0
47,7,1,0
47,8,288,0
47,9,121,0
47,10,174,0
48,1,50,0
48,2,100,0
48,3,181,0
48,4,258,0
48,5,286,0
48,6,294,0
48,7,1,0
48,8,288,0
48,9,121,0
48,10,174,1
49,1,50,0
49,2,100,0
49,3,181,0
49,4,258,0
49,5,286,0
49,6,294,0
49,7,1,0
49,8,288,0
49,9,121,0
49,10,174,0
50,1,50,0
50,2,100,0
50,3,181,0
50,4,258,0
50,5,286,0
50,6,294,0
50,7,1,0
50,8,288,0
50,9,121,0
50,10,174,0
51,1,50,0
51,2,100,0
51,3,181,0
51,4,258,0
51,5,286,0
51,6,294,0
51,7,1,0
51,8,288,0
51,9,121,0
51,10,174,0
52,1,50,0
52,2,100,0
52,3,181,0
52,4,258,0
52,5,286,0
52,6,294,0
52,7,1,0
52,8,288,0
52,9,121,0
52,10,174,0
53,1,50,0
53,2,100,1
53,3,181,1
53,4,258,0
53,5,286,0
53,6,294,0
53,7,1,0
53,8,288,0
53,9,121,0
53,10,174,1
54,1,50,0
54,2,100,0
54,3,181,0
54,4,258,0
54,5,286,0
54,6,294,0
54,7,1,0
54,8,288,0
54,9,121,0
54,10,174,0
55,1,50,0
55,2,100,0
55,3,181,0
55,4,258,0
55,5,286,0
55,6,294,0
55,7,1,0
55,8,288,0
55,9,121,0
55,10,174,0
56,1,50,0
56,2,100,0
56,3,181,0
56,4,258,0
56,5,286,0
56,6,294,0
56,7,1,0
56,8,288,0
56,9,121,1
56,10,174,0
57,1,50,0
57,2,100,0
57,3,181,0
57,4,258,0
57,5,286,0
57,6,294,0
57,7,1,0
57,8,288,0
57,9,121,0
57,10,174,0
58,1,50,0
58,2,100,1
58,3,181,0
58,4,258,0
58,5,286,0
58,6,294,0
58,7,1,0
58,8,288,0
58,9,121,0
58,10,174,0
59,1,50,0
59,2,100,0
59,3,181,0
59,4,258,0
59,5,286,0
59,6,294,0
59,7,1,0
59,8,288,0
59,9,121,0
59,10,174,0
60,1,50,0
60,2,100,0
60,3,181,0
60,4,258,0
60,5,286,0
60,6,294,0
60,7,1,0
60,8,288,0
60,9,121,0
60,10,174,0
61,1,50,0
61,2,100,0
61,3,181,0
61,4,258,0
61,5,286,0
61,6,294,0
61,7,1,0
61,8,288,0
61,9,121,0
61,10,174,0
62,1,50,0
62,2,100,0
62,3,181,0
62,4,258,0
62,5,286,0
62,6,294,0
62,7,1,0
62,8,288,0
62,9,121,0
62,10,174,0
63,1,50,1
63,2,100,1
63,3,181,0
63,4,258,0
63,5,286,0
63,6,294,0
63,7,1,0
63,8,288,0
63,9,121,0
63,10,174,0
64,1,50,0
64,2,100,0
64,3,181,0
64,4,258,0
64,5,286,0
64,6,294,0
64,7,1,0
64,8,288,0
64,9,121,0
64,10,174,0
65,1,50,0
65,2,100,0
65,3,181,0
65,4,258,0
65,5,286,0
65,6,294,0
65,7,1,0
65,8,288,0
65,9,121,0
65,10,174,0
66,1,50,0
66,2,100,0
66,3,181,1
66,4,258,1
66,5,286,0
66,6,294,0
66,7,1,0
66,8,288,0
66,9,121,0
66,10,174,0
67,1,50,0
67,2,100,0
67,3,181,0
67,4,258,0
67,5,286,0
67,6,294,0
67,7,1,0
67,8,288,0
67,9,121,1
67,10,174,0
68,1,50,0
68,2,100,0
68,3,181,0
68,4,258,0
68,5,286,0
68,6,294,0
68,7,1,0
68,8,288,0
68,9,121,0
68,10,174,0
69,1,50,0
69,2,100,0
69,3,181,0
69,4,258,1
69,5,286,0
69,6,294,0
69,7,1,0
69,8,288,0
69,9,121,0
69,10,174,1
70,1,50,1
70,2,100,0
70,3,181,0
70,4,258,0
70,5,286,0
70,6,294,0
70,7,1,0
70,8,288,0
70,9,121,0
70,10,174,0
71,1,50,0
71,2,100,0
71,3,181,0
71,4,258,0
71,5,286,0
71,6,294,0
71,7,1,0
71,8,288,0
71,9,121,0
71,10,174,0
72,1,50,0
72,2,100,0
72,3,181,0
72,4,258,0
72,5,286,0
72,6,294,0
72,7,1,0
72,8,288,0
72,9,121,0
72,10,174,0
73,1,50,0
73,2,100,0
73,3,181,0
73,4,258,0
73,5,286,0
73,6,294,0
73,7,1,0
73,8,288,0
73,9,121,0
73,10,174,0
74,1,50,0
74,2,100,1
74,3,181,0
74,4,258,0
74,5,286,0
74,6,294,0
74,7,1,0
74,8,288,0
74,9,121,0
74,10,174,0
75,1,50,0
75,2,100,0
75,3,181,0
75,4,258,0
75,5,286,0
75,6,294,0
75,7,1,0
75,8,288,0
75,9,121,1
75,10,174,0
76,1,50,0
76,2,100,1
76,3,181,0
76,4,258,0
76,5,286,0
76,6,294,0
76,7,1,0
76,8,288,0
76,9,121,0
76,10,174,0
77,1,50,0
77,2,100,0
77,3,181,0
77,4,258,0
77,5,286,0
77,6,294,0
77,7,1,0
77,8,288,0
77,9,121,0
77,10,174,0
78,1,50,0
78,2,100,0
78,3,181,0
78,4,258,0
78,5,286,0
78,6,294,0
78,7,1,0
78,8,288,0
78,9,121,0
78,10,174,0
79,1,50,1
79,2,100,1
79,3,181,0
79,4,258,0
79,5,286,0
79,6,294,0
79,7,1,0
79,8,288,0
79,9,121,0
79,10,174,0
80,1,50,0
80,2,100,0
80,3,181,0
80,4,258,0
80,5,286,0
80,6,294,0
80,7,1,0
80,8,288,0
80,9,121,0
80,10,174,0
81,1,50,0
81,2,100,0
81,3,181,0
81,4,258,0
81,5,286,0
81,6,294,0
81,7,1,0
81,8,288,0
81,9,121,0
81,10,174,0
82,1,50,0
82,2,100,0
82,3,181,0
82,4,258,0
82,5,286,0
82,6,294,0
82,7,1,0
82,8,288,0
82,9,121,0
82,10,174,0
83,1,50,0
83,2,100,0
83,3,181,0
83,4,258,0
83,5,286,0
83,6,294,0
83,7,1,0
83,8,288,0
83,9,121,0
83,10,174,0
84,1,50,0
84,2,100,0
84,3,181,0
84,4,258,0
84,5,286,0
84,6,294,0
84,7,1,0
84,8,288,0
84,9,121,1
84,10,174,0
85,1,50,0
85,2,100,0
85,3,181,0
85,4,258,0
85,5,286,0
85,6,294,0
85,7,1,0
85,8,288,0
85,9,121,0
85,10,174,0
86,1,50,0
86,2,100,0
86,3,181,0
86,4,258,1
86,5,286,0
86,6,294,0
86,7,1,0
86,8,288,0
86,9,121,0
86,10,174,0
87,1,50,0
87,2,100,0
87,3,181,0
87,4,258,0
87,5,286,0
87,6,294,0
87,7,1,0
87,8,288,0
87,9,121,0
87,10,174,0
88,1,50,0
88,2,100,0
88,3,181,0
88,4,258,0
88,5,286,0
88,6,294,0
88,7,1,0
88,8,288,0
88,9,121,0
88,10,174,0
89,1,50,0
89,2,100,0
89,3,181,0
89,4,258,0
89,5,286,0
89,6,294,0
89,7,1,0
89,8,288,0
89,9,121,0
89,10,174,0
90,1,50,0
90,2,100,0
90,3,181,0
90,4,258,0
90,5,286,0
90,6,294,0
90,7,1,0
90,8,288,0
90,9,121,0
90,10,174,0
91,1,50,0
91,2,100,0
91,3,181,0
91,4,258,0
91,5,286,0
91,6,294,0
91,7,1,0
91,8,288,0
91,9,121,0
91,10,174,0
92,1,50,0
92,2,100,0
92,3,181,0
92,4,258,0
92,5,286,0
92,6,294,0
92,7,1,0
92,8,288,0
92,9,121,0
92,10,174,0
93,1,50,0
93,2,100,0
93,3,181,0
93,4,258,0
93,5,286,0
93,6,294,0
93,7,1,0
93,8,288,0
93,9,121,0
93,10,174,0
94,1,50,0
94,2,100,0
94,3,181,0
94,4,258,0
94,5,286,0
94,6,294,0
94,7,1,0
94,8,288,0
94,9,121,0
94,10,174,0
95,1,50,0
95,2,100,0
95,3,181,0
95,4,258,0
95,5,286,0
95,6,294,0
95,7,1,1
95,8,288,0
95,9,121,0
95,10,174,0
96,1,50,0
96,2,100,0
96,3,181,0
96,4,258,0
96,5,286,0
96,6,294,0
96,7,1,0
96,8,288,0
96,9,121,0
96,10,174,0
97,1,50,1
97,2,100,0
97,3,181,0
97,4,258,0
97,5,286,0
97,6,294,0
97,7,1,0
97,8,288,0
97,9,121,0
97,10,174,0
98,1,50,0
98,2,100,0
98,3,181,0
98,4,258,0
98,5,286,0
98,6,294,0
98,7,1,0
98,8,288,0
98,9,121,0
98,10,174,0
99,1,50,1
99,2,100,0
99,3,181,0
99,4,258,0
99,5,286,0
99,6,294,0
99,7,1,0
99,8,288,0
99,9,121,0
99,10,174,0
100,1,50,0
100,2,100,0
100,3,181,0
100,4,258,0
100,5,286,0
100,6,294,0
100,7,1,0
100,8,288,0
100,9,121,0
100,10,174,0
101,1,50,0
101,2,100,0
101,3,181,0
101,4,258,0
101,5,286,0
101,6,294,0
101,7,1,0
101,8,288,0
101,9,121,0
101,10,174,0
102,1,50,0
102,2,100,0
102,3,181,0
102,4,258,0
102,5,286,0
102,6,294,0
102,7,1,0
102,8,288,0
102,9,121,0
102,10,174,0
103,1,50,1
103,2,100,0
103,3,181,0
103,4,258,0
103,5,286,0
103,6,294,0
103,7,1,0
103,8,288,0
103,9,121,0
103,10,174,0
104,1,50,0
104,2,100,0
104,3,181,0
104,4,258,0
104,5,286,0
104,6,294,0
104,7,1,0
104,8,288,0
104,9,121,0
104,10,174,0
105,1,50,0
105,2,100,0
105,3,181,0
105,4,258,1
105,5,286,1
105,6,294,0
105,7,1,0
105,8,288,1
105,9,121,0
105,10,174,0
106,1,50,0
106,2,100,0
106,3,181,0
106,4,258,0
106,5,286,0
106,6,294,0
106,7,1,0
106,8,288,0
106,9,121,0
106,10,174,0
107,1,50,0
107,2,100,0
107,3,181,0
107,4,258,1
107,5,286,0
107,6,294,0
107,7,1,0
107,8,288,0
107,9,121,0
107,10,174,0
108,1,50,1
108,2,100,1
108,3,181,0
108,4,258,0
108,5,286,0
108,6,294,0
108,7,1,0
108,8,288,0
108,9,121,0
108,10,174,0
109,1,50,0
109,2,100,0
109,3,181,0
109,4,258,0
109,5,286,0
109,6,294,0
109,7,1,1
109,8,288,0
109,9,121,0
109,10,174,0
110,1,50,0
110,2,100,0
110,3,181,0
110,4,258,0
110,5,286,0
110,6,294,0
110,7,1,0
110,8,288,0
110,9,121,0
110,10,174,0
111,1,50,0
111,2,100,0
111,3,181,0
111,4,258,0
111,5,286,0
111,6,294,0
111,7,1,0
111,8,288,0
111,9,121,0
111,10,174,0
112,1,50,0
112,2,100,0
112,3,181,0
112,4,258,0
112,5,286,0
112,6,294,0
112,7,1,0
112,8,288,0
112,9,121,0
112,10,174,0
113,1,50,0
113,2,100,1
113,3,181,0
113,4,258,0
113,5,286,0
113,6,294,1
113,7,1,0
113,8,288,0
113,9,121,0
113,10,174,0
114,1,50,0
114,2,100,0
114,3,181,0
114,4,258,0
114,5,286,0
114,6,294,0
114,7,1,0
114,8,288,0
114,9,121,0
114,10,174,0
115,1,50,0
115,2,100,0
115,3,181,0
115,4,258,0
115,5,286,0
115,6,294,0
115,7,1,0
115,8,288,0
115,9,121,0
115,10,174,0
116,1,50,0
116,2,100,0
116,3,181,0
116,4,258,0
116,5,286,0
116,6,294,0
116,7,1,0
116,8,288,0
116,9,121,0
116,10,174,0
117,1,50,1
117,2,100,0
117,3,181,1
117,4,258,0
117,5,286,0
117,6,294,0
117,7,1,0
117,8,288,0
117,9,121,0
117,10,174,0
118,1,50,0
118,2,100,0
118,3,181,0
118,4,258,0
118,5,286,0
118,6,294,0
118,7,1,0
118,8,288,0
118,9,121,0
118,10,174,1
119,1,50,0
119,2,100,0
119,3,181,0
119,4,258,0
119,5,286,0
119,6,294,0
119,7,1,0
119,8,288,0
119,9,121,0
119,10,174,0
120,1,50,0
120,2,100,0
120,3,181,0
120,4,258,0
120,5,286,1
120,6,294,0
120,7,1,0
120,8,288,0
120,9,121,0
120,10,174,0
121,1,50,0
121,2,100,0
121,3,181,0
121,4,258,0
121,5,286,0
121,6,294,0
121,7,1,0
121,8,288,0
121,9,121,0
121,10,174,0
122,1,50,0
122,2,100,0
122,3,181,0
122,4,258,0
122,5,286,0
122,6,294,0
122,7,1,0
122,8,288,0
122,9,121,0
122,10,174,0
123,1,50,0
123,2,100,0
123,3,181,0
123,4,258,0
123,5,286,0
123,6,294,0
123,7,1,0
123,8,288,0
123,9,121,0
123,10,174,0
124,1,50,0
124,2,100,0
124,3,181,0
124,4,258,0
124,5,286,0
124,6,294,0
124,7,1,0
124,8,288,0
124,9,121,0
