user_id,rank,item_id,hit
1,1,318,0
1,2,64,0
1,3,483,0
1,4,408,0
1,5,169,0
1,6,12,0
1,7,114,0
1,8,50,0
1,9,603,0
1,10,98,0
2,1,318,0
2,2,64,0
2,3,483,0
2,4,408,0
2,5,169,0
2,6,12,0
2,7,114,0
2,8,50,1
2,9,603,0
2,10,98,0
3,1,318,0
3,2,64,0
3,3,483,0
3,4,408,0
3,5,169,0
3,6,12,0
3,7,114,0
3,8,50,0
3,9,603,0
3,10,98,0
4,1,318,0
4,2,64,0
4,3,483,0
4,4,408,0
4,5,169,0
4,6,12,0
4,7,114,0
4,8,50,1
4,9,603,0
4,10,98,0
5,1,318,0
5,2,64,0
5,3,483,0
5,4,408,0
5,5,169,0
5,6,12,0
5,7,114,0
5,8,50,0
5,9,603,0
5,10,98,0
6,1,318,0
6,2,64,0
6,3,483,0
6,4,408,0
6,5,169,0
6,6,12,0
6,7,114,0
6,8,50,0
6,9,603,0
6,10,98,1
7,1,318,0
7,2,64,0
7,3,483,0
7,4,408,0
7,5,169,0
7,6,12,0
7,7,114,0
7,8,50,0
7,9,603,0
7,10,98,0
8,1,318,0
8,2,64,0
8,3,483,0
8,4,408,0
8,5,169,0
8,6,12,0
8,7,114,0
8,8,50,1
8,9,603,0
8,10,98,0
9,1,318,0
9,2,64,0
9,3,483,0
9,4,408,0
9,5,169,0
9,6,12,0
9,7,114,0
9,8,50,0
9,9,603,0
9,10,98,0
10,1,318,0
10,2,64,0
10,3,483,0
10,4,408,0
10,5,169,0
10,6,12,0
10,7,114,0
10,8,50,0
10,9,603,0
10,10,98,0
11,1,318,0
11,2,64,0
11,3,483,0
11,4,408,0
11,5,169,0
11,6,12,0
11,7,114,0
11,8,50,0
11,9,603,0
11,10,98,0
12,1,318,0
12,2,64,0
12,3,483,0
12,4,408,0
12,5,169,0
12,6,12,0
12,7,114,0
12,8,50,0
12,9,603,0
12,10,98,0
13,1,318,0
13,2,64,0
13,3,483,0
13,4,408,0
13,5,169,0
13,6,12,0
13,7,114,0
13,8,50,0
13,9,603,0
13,10,98,1
14,1,318,0
14,2,64,0
14,3,483,0
14,4,408,0
14,5,169,0
14,6,12,0
14,7,114,0
14,8,50,0
14,9,603,0
14,10,98,0
15,1,318,0
15,2,64,0
15,3,483,0
15,4,408,0
15,5,169,0
15,6,12,0
15,7,114,0
15,8,50,0
15,9,603,0
15,10,98,0
16,1,318,0
16,2,64,1
16,3,483,0
16,4,408,0
16,5,169,0
16,6,12,0
16,7,114,0
16,8,50,0
16,9,603,0
16,10,98,0
17,1,318,0
17,2,64,0
17,3,483,0
17,4,408,0
17,5,169,0
17,6,12,0
17,7,114,0
17,8,50,0
17,9,603,0
17,10,98,0
18,1,318,0
18,2,64,0
18,3,483,0
18,4,408,1
18,5,169,0
18,6,12,0
18,7,114,0
18,8,50,0
18,9,603,0
18,10,98,0
19,1,318,0
19,2,64,0
19,3,483,0
19,4,408,0
19,5,169,0
19,6,12,0
19,7,114,0
19,8,50,0
19,9,603,0
19,10,98,0
20,1,318,0
20,2,64,0
20,3,483,0
20,4,408,0
20,5,169,0
20,6,12,0
20,7,114,0
20,8,50,0
20,9,603,0
20,10,98,0
21,1,318,0
21,2,64,0
21,3,483,0
21,4,408,0
21,5,169,0
21,6,12,0
21,7,114,0
21,8,50,0
21,9,603,0
21,10,98,0
22,1,318,0
22,2,64,0
22,3,483,0
22,4,408,0
22,5,169,0
22,6,12,0
22,7,114,0
22,8,50,0
22,9,603,0
22,10,98,0
23,1,318,0
23,2,64,0
23,3,483,0
23,4,408,0
23,5,169,0
23,6,12,0
23,7,114,0
23,8,50,0
23,9,603,0
23,10,98,0
24,1,318,0
24,2,64,1
24,3,483,0
24,4,408,0
24,5,169,0
24,6,12,0
24,7,114,0
24,8,50,0
24,9,603,0
24,10,98,0
25,1,318,0
25,2,64,0
25,3,483,0
25,4,408,0
25,5,169,0
25,6,12,0
25,7,114,0
25,8,50,0
25,9,603,0
25,10,98,0
26,1,318,0
26,2,64,0
26,3,483,0
26,4,408,0
26,5,169,0
26,6,12,0
26,7,114,0
26,8,50,0
26,9,603,0
26,10,98,0
27,1,318,0
27,2,64,0
27,3,483,0
27,4,408,0
27,5,169,0
27,6,12,0
27,7,114,0
27,8,50,0
27,9,603,0
27,10,98,0
28,1,318,0
28,2,64,0
28,3,483,0
28,4,408,0
28,5,169,0
28,6,12,0
28,7,114,0
28,8,50,0
28,9,603,0
28,10,98,1
29,1,318,0
29,2,64,0
29,3,483,0
29,4,408,0
29,5,169,0
29,6,12,0
29,7,114,0
29,8,50,0
29,9,603,0
29,10,98,1
30,1,318,0
30,2,64,0
30,3,483,0
30,4,408,0
30,5,169,0
30,6,12,0
30,7,114,0
30,8,50,0
30,9,603,0
30,10,98,0
31,1,318,0
31,2,64,0
31,3,483,0
31,4,408,0
31,5,169,0
31,6,12,0
31,7,114,0
31,8,50,0
31,9,603,0
31,10,98,0
32,1,318,0
32,2,64,0
32,3,483,0
32,4,408,0
32,5,169,0
32,6,12,0
32,7,114,0
32,8,50,0
32,9,603,0
32,10,98,0
33,1,318,0
33,2,64,0
33,3,483,0
33,4,408,0
33,5,169,0
33,6,12,0
33,7,114,0
33,8,50,0
33,9,603,0
33,10,98,0
34,1,318,0
34,2,64,0
34,3,483,0
34,4,408,0
34,5,169,0
34,6,12,0
34,7,114,0
34,8,50,0
34,9,603,0
34,10,98,0
35,1,318,0
35,2,64,0
35,3,483,0
35,4,408,0
35,5,169,0
35,6,12,0
35,7,114,0
35,8,50,0
35,9,603,0
35,10,98,0
36,1,318,0
36,2,64,0
36,3,483,0
36,4,408,0
36,5,169,0
36,6,12,0
36,7,114,0
36,8,50,0
36,9,603,0
36,10,98,0
37,1,318,0
37,2,64,0
37,3,483,0
37,4,408,0
37,5,169,0
37,6,12,0
37,7,114,0
37,8,50,0
37,9,603,0
37,10,98,0
38,1,318,0
38,2,64,0
38,3,483,0
38,4,408,0
38,5,169,0
38,6,12,0
38,7,114,0
38,8,50,0
38,9,603,0
38,10,98,0
39,1,318,0
39,2,64,0
39,3,483,0
39,4,408,0
39,5,169,0
39,6,12,0
39,7,114,0
39,8,50,0
39,9,603,0
39,10,98,0
40,1,318,0
40,2,64,0
40,3,483,0
40,4,408,0
40,5,169,0
40,6,12,0
40,7,114,0
40,8,50,0
40,9,603,0
40,10,98,0
41,1,318,0
41,2,64,0
41,3,483,0
41,4,408,0
41,5,169,0
41,6,12,0
41,7,114,0
41,8,50,0
41,9,603,0
41,10,98,1
42,1,318,0
42,2,64,0
42,3,483,0
42,4,408,0
42,5,169,0
42,6,12,0
42,7,114,0
42,8,50,0
42,9,603,0
42,10,98,0
43,1,318,0
43,2,64,0
43,3,483,0
43,4,408,0
43,5,169,0
43,6,12,0
43,7,114,0
43,8,50,0
43,9,603,0
43,10,98,0
44,1,318,0
44,2,64,0
44,3,483,0
44,4,408,0
44,5,169,0
44,6,12,0
44,7,114,0
44,8,50,0
44,9,603,0
44,10,98,0
45,1,318,0
45,2,64,0
45,3,483,0
45,4,408,0
45,5,169,0
45,6,12,0
45,7,114,0
45,8,50,0
45,9,603,0
45,10,98,0
46,1,318,0
46,2,64,0
46,3,483,0
46,4,408,0
46,5,169,0
46,6,12,0
46,7,114,0
46,8,50,0
46,9,603,0
46,10,98,0
47,1,318,0
47,2,64,0
47,3,483,0
47,4,408,0
47,5,169,0
47,6,12,0
47,7,114,0
47,8,50,0
47,9,603,0
47,10,98,0
48,1,318,0
48,2,64,0
48,3,483,0
48,4,408,0
48,5,169,0
48,6,12,0
48,7,114,0
48,8,50,0
48,9,603,1
48,10,98,0
49,1,318,0
49,2,64,0
49,3,483,0
49,4,408,0
49,5,169,0
49,6,12,0
49,7,114,0
49,8,50,0
49,9,603,0
49,10,98,0
50,1,318,0
50,2,64,0
50,3,483,0
50,4,408,0
50,5,169,0
50,6,12,0
50,7,114,0
50,8,50,0
50,9,603,0
50,10,98,0
51,1,318,0
51,2,64,1
51,3,483,0
51,4,408,0
51,5,169,0
51,6,12,0
51,7,114,0
51,8,50,0
51,9,603,0
51,10,98,0
52,1,318,0
52,2,64,0
52,3,483,0
52,4,408,0
52,5,169,0
52,6,12,0
52,7,114,0
52,8,50,0
52,9,603,0
52,10,98,0
53,1,318,0
53,2,64,0
53,3,483,0
53,4,408,0
53,5,169,0
53,6,12,0
53,7,114,0
53,8,50,0
53,9,603,0
53,10,98,0
54,1,318,0
54,2,64,0
54,3,483,0
54,4,408,0
54,5,169,0
54,6,12,0
54,7,114,0
54,8,50,0
54,9,603,0
54,10,98,0
55,1,318,0
55,2,64,0
55,3,483,0
55,4,408,0
55,5,169,0
55,6,12,0
55,7,114,0
55,8,50,0
55,9,603,0
55,10,98,0
56,1,318,0
56,2,64,0
56,3,483,0
56,4,408,0
56,5,169,0
56,6,12,0
56,7,114,0
56,8,50,0
56,9,603,0
56,10,98,0
57,1,318,0
57,2,64,0
57,3,483,0
57,4,408,0
57,5,169,0
57,6,12,0
57,7,114,0
57,8,50,0
57,9,603,0
57,10,98,0
58,1,318,0
58,2,64,0
58,3,483,0
58,4,408,0
58,5,169,0
58,6,12,0
58,7,114,0
58,8,50,0
58,9,603,0
58,10,98,0
59,1,318,0
59,2,64,0
59,3,483,0
59,4,408,0
59,5,169,0
59,6,12,0
59,7,114,0
59,8,50,0
59,9,603,0
59,10,98,0
60,1,318,0
60,2,64,0
60,3,483,0
60,4,408,0
60,5,169,0
60,6,12,0
60,7,114,0
60,8,50,0
60,9,603,0
60,10,98,0
61,1,318,0
61,2,64,0
61,3,483,0
61,4,408,0
61,5,169,0
61,6,12,0
61,7,114,0
61,8,50,0
61,9,603,0
61,10,98,0
62,1,318,0
62,2,64,0
62,3,483,0
62,4,408,0
62,5,169,0
62,6,12,1
62,7,114,0
62,8,50,0
62,9,603,0
62,10,98,0
63,1,318,0
63,2,64,0
63,3,483,0
63,4,408,0
63,5,169,0
63,6,12,0
63,7,114,0
63,8,50,1
63,9,603,0
63,10,98,0
64,1,318,0
64,2,64,0
64,3,483,0
64,4,408,0
64,5,169,0
64,6,12,0
64,7,114,0
64,8,50,0
64,9,603,0
64,10,98,0
65,1,318,0
65,2,64,0
65,3,483,0
65,4,408,0
65,5,169,0
65,6,12,0
65,7,114,0
65,8,50,0
65,9,603,0
65,10,98,0
66,1,318,0
66,2,64,0
66,3,483,0
66,4,408,0
66,5,169,0
66,6,12,0
66,7,114,0
66,8,50,0
66,9,603,0
66,10,98,0
67,1,318,0
67,2,64,1
67,3,483,0
67,4,408,0
67,5,169,0
67,6,12,0
67,7,114,0
67,8,50,0
67,9,603,0
67,10,98,0
68,1,318,0
68,2,64,0
68,3,483,0
68,4,408,0
68,5,169,0
68,6,12,0
68,7,114,0
68,8,50,0
68,9,603,0
68,10,98,0
69,1,318,0
69,2,64,0
69,3,483,0
69,4,408,0
69,5,169,0
69,6,12,1
69,7,114,0
69,8,50,0
69,9,603,0
69,10,98,0
70,1,318,0
70,2,64,0
70,3,483,0
70,4,408,0
70,5,169,0
